Policy Number,Policy Status,Age,Gender,Home Language,Family Status,Gross Household Income,Gross Income,Monthly Premium Original,Monthly Premium,Dfference between Household and Personal Income,Salary Day,Debit order day,Education,Occupation,Province,Postal Code,Policy Affordability %,Policy Affordability % Band,Response Outcome,Take Up Outcome,Contract Status,Collection Count
173,Installed,56,Female,Zulu,Married,50000,39000,305,154,11000,15,15,Postgraduate,Teacher,KwaZulu-Natal,0,0.003,0 - 1.5%,1,1,1,16
174,Cancelled,37,Male,Setswana,Married,16000,6000,0,0,10000,31,1,Diploma,Manager - Other,Northern Cape,0,0.012,0 - 1.5%,1,1,0,10
175,Installed,36,Male,Zulu,Married,32000,16000,328,226,16000,25,26,Matric,Maintenance Manager - Buildings,Gauteng,1984,0.007,0 - 1.5%,1,1,1,13
176,Cancelled,51,Male,Afrikaans,Divorced,9200,9200,0,0,0,25,25,No Matric,Park Ranger,Eastern Cape,6445,0.062,5% +,1,1,0,6
177,Installed,37,Male,Sotho,Single,6000,6000,145,136,0,25,26,No Matric,Diesel Fitter,Gauteng,1491,0.021,1.5 - 2.5%,1,1,1,15
178,Installed,46,Female,Xhosa,Married,65000,40000,241,198,25000,1,2,Diploma,Fruit Shop Owner,Eastern Cape,6220,0.003,0 - 1.5%,1,1,1,16
179,Cancelled,51,Male,Tsonga,Single,40000,40000,0,0,0,31,15,Diploma,Mechanical Engineer - Admin Only,Gauteng,0,0.011,0 - 1.5%,1,1,0,1
180,Cancelled,39,Female,Sotho,Married,30900,14000,0,0,16900,15,15,Matric,Traffic Officer,KwaZulu-Natal,0,0.004,0 - 1.5%,1,1,0,2
181,Cancelled,46,Male,Zulu,Married,30000,22000,0,0,8000,25,25,Matric,Diesel Mechanic,Gauteng,1862,0.007,0 - 1.5%,1,1,0,6
182,Cancelled,52,Male,Sotho,Married,20000,20000,0,0,0,30,30,Matric,Fitter,North West,2552,0.025,2.5 - 5%,1,0,0,0
183,Installed,52,Female,Tsonga,Married,24000,24000,235,140,0,31,22,Postgraduate,School Teacher,Mpumalanga,0,0.006,0 - 1.5%,1,1,1,15
184,Cancelled,48,Male,Sotho,Single,130000,130000,0,0,0,30,1,Degree,Manager/Owner,Gauteng,0,0.003,0 - 1.5%,1,0,0,0
185,Installed,47,Female,Xhosa,Single,8000,8000,160,113,0,25,26,Certificate,Nurse,Gauteng,2001,0.013,0 - 1.5%,1,1,1,13
186,Cancelled,37,Male,Zulu,Married,26000,15000,0,0,11000,25,25,Certificate,Compliance Officer,KwaZulu-Natal,4093,0.046,2.5 - 5%,1,1,0,1
187,Installed,30,Female,English,Married,52000,32000,519,405,20000,25,1,Postgraduate,Teacher,Gauteng,2091,0.007,0 - 1.5%,1,1,1,15
188,Cancelled,38,Female,Sotho,Single,14000,14000,0,0,0,25,30,Diploma,Warehouse Worker,Mpumalanga,0,0.011,0 - 1.5%,1,0,0,0
189,Installed,36,Male,Zulu,Single,10000,10000,156,127,0,31,2,No Matric,Mine Worker,North West,0,0.012,0 - 1.5%,1,1,1,12
190,Cancelled,40,Male,Setswana,Married,24200,24200,0,0,0,31,1,Diploma,Accountant,Northern Cape,0,0.043,2.5 - 5%,1,0,0,0
191,Installed,38,Male,Sepedi,Married,7500,7500,104,93,0,30,25,No Matric,"Truck Driver - Heavy Duty, Long Distance in SA",Limpopo,1632,0.012,0 - 1.5%,1,1,1,14
192,Installed,31,Male,Zulu,Single,22000,22000,89,86,0,25,25,Certificate,Rigger,KwaZulu-Natal,0,0.011,0 - 1.5%,1,1,1,15
193,Cancelled,63,Male,Xhosa,Widowed,7760,7760,0,0,0,31,1,Diploma,Retired,Eastern Cape,5319,0.032,2.5 - 5%,1,1,0,1
194,Installed,44,Male,Sotho,Single,12000,12000,338,290,0,25,25,Certificate,"Truck Driver - Heavy Duty, Local/Regional Only",Limpopo,0,0.023,1.5 - 2.5%,1,1,1,15
195,Cancelled,32,Male,English,Married,22000,17000,0,0,5000,25,25,Matric,Fork Lift Driver,KwaZulu-Natal,0,0.013,0 - 1.5%,1,1,0,7
196,Cancelled,36,Male,English,Married,50000,20000,0,0,30000,15,15,Diploma,Manager/Owner,Western Cape,0,0.01,0 - 1.5%,1,0,0,0
197,Cancelled,31,Female,Xhosa,Married,50000,10000,0,0,40000,1,1,Matric,Store Manager,Gauteng,1724,0.002,0 - 1.5%,1,1,0,15
198,Cancelled,39,Female,Zulu,Married,4560,2500,0,0,2060,15,15,Matric,Bakery Hand,Mpumalanga,0,0.023,1.5 - 2.5%,1,1,0,5
199,Installed,41,Male,Zulu,Single,17000,12807,231,178,4193,15,15,Matric,Prison Warder,KwaZulu-Natal,3200,0.01,0 - 1.5%,1,1,1,15
200,Cancelled,47,Male,English,Married,32000,28500,0,0,3500,28,1,Diploma,Branch Manager,Gauteng,0,0.011,0 - 1.5%,1,1,0,1
201,Cancelled,32,Male,Xhosa,Single,10000,10000,0,0,0,31,1,Matric,Police Officer,Eastern Cape,5930,0.008,0 - 1.5%,1,1,0,7
202,Installed,53,Male,Xhosa,Married,54000,27000,702,302,27000,31,20,Degree,Teacher,Eastern Cape,0,0.005,0 - 1.5%,1,1,1,16
203,Cancelled,58,Male,Afrikaans,Married,44000,27000,0,0,17000,31,15,No Matric,Human Resources Officer,Gauteng,0,0.004,0 - 1.5%,1,1,0,2
204,Cancelled,50,Male,Sotho,Married,38000,20000,0,0,18000,25,25,Matric,Distribution Manager,Mpumalanga,0,0.012,0 - 1.5%,1,1,0,10
205,Cancelled,50,Male,Sotho,Married,9500,9500,0,0,0,26,25,No Matric,Mine Boilermaker,Gauteng,1984,0.016,1.5 - 2.5%,1,1,0,3
206,Installed,23,Female,Swati,Single,15000,15000,380,211,0,31,30,Certificate,Plant Operator,Mpumalanga,0,0.013,0 - 1.5%,1,1,1,15
207,Cancelled,31,Female,Setswana,Single,5900,5900,0,0,0,26,27,Matric,Call Centre Staff,Gauteng,0,0.014,0 - 1.5%,1,1,0,9
208,Cancelled,50,Male,Setswana,Married,12500,7500,0,0,5000,26,1,No Matric,Miner,North West,3000,0.022,1.5 - 2.5%,1,1,0,5
209,Cancelled,33,Male,Zulu,Single,6500,6500,0,0,0,30,31,Matric,Marketing Consultant,KwaZulu-Natal,4051,0.019,1.5 - 2.5%,1,1,0,1
210,Cancelled,33,Male,Sotho,Single,17200,17200,0,0,0,30,30,Certificate,Maintenance Engineer,Limpopo,360,0.007,0 - 1.5%,1,1,0,1
211,Installed,57,Female,Zulu,Divorced,57342,54342,176,160,3000,27,27,Diploma,Administration Manager,Gauteng,0,0.006,0 - 1.5%,1,1,1,15
212,Cancelled,40,Male,Setswana,Single,10000,10000,0,0,0,31,31,No Matric,carpenter,Northern Cape,300,0.012,0 - 1.5%,1,1,0,1
213,Installed,33,Female,Sepedi,Single,7200,7200,155,126,0,31,31,Diploma,Security Officer,Gauteng,0,0.017,1.5 - 2.5%,1,1,1,13
214,Cancelled,36,Male,Sotho,Single,5300,5300,0,0,0,26,26,No Matric,Machine Operator,Mpumalanga,1370,0.024,1.5 - 2.5%,1,1,0,1
215,Cancelled,42,Male,Xhosa,Married,24000,16700,0,0,7300,30,1,Diploma,Technician,Eastern Cape,6001,0.006,0 - 1.5%,1,1,0,1
216,Cancelled,47,Male,Zulu,Single,11500,8200,0,0,3300,7,1,No Matric,General Assistant,Gauteng,0,0.024,1.5 - 2.5%,1,1,0,13
217,Installed,46,Male,Sepedi,Married,16000,7800,259,172,8200,31,31,Matric,"Truck Driver - Heavy Duty, Local/Regional Only",Gauteng,0,0.01,0 - 1.5%,1,1,1,15
218,Cancelled,34,Male,Xhosa,Single,12250,9750,0,0,2500,30,30,No Matric,carpenter,Limpopo,556,0.017,1.5 - 2.5%,1,1,0,1
219,Cancelled,48,Female,Xhosa,Married,46000,26500,0,0,19500,31,31,Matric,Sales Manager,Eastern Cape,5099,0.004,0 - 1.5%,1,1,0,2
220,Cancelled,39,Male,Zulu,Single,9750,9750,0,0,0,31,26,No Matric,carpenter,KwaZulu-Natal,4450,0.022,1.5 - 2.5%,1,1,0,6
221,Cancelled,34,Female,English,Widowed,14000,9000,0,0,5000,31,1,Diploma,Stores Manager,KwaZulu-Natal,0,0.007,0 - 1.5%,1,0,0,0
222,Cancelled,47,Male,Xhosa,Single,8000,6725,0,0,1275,25,16,No Matric,Machine Operator,Eastern Cape,0,0.016,1.5 - 2.5%,1,0,0,0
223,Cancelled,29,Male,Xhosa,Single,3300,3300,0,0,0,30,1,Matric,Call Centre Staff,Western Cape,0,0.034,2.5 - 5%,1,1,0,1
224,Installed,42,Male,Zulu,Single,6500,6500,0,0,0,31,1,No Matric,flame cutter - other,KwaZulu-Natal,4060,0.02,1.5 - 2.5%,1,1,1,2
225,Installed,40,Male,Zulu,Single,17000,17000,136,113,0,31,31,Matric,Ward Councilor,KwaZulu-Natal,0,0.016,1.5 - 2.5%,1,1,1,15
226,Cancelled,26,Female,Xhosa,Single,5500,5500,0,0,0,25,25,Matric,Plant Operator,Eastern Cape,0,0.017,1.5 - 2.5%,1,1,0,4
227,Installed,45,Male,Sepedi,Married,22000,18000,960,711,4000,1,2,Diploma,Fleet Manager,Gauteng,1818,0.006,0 - 1.5%,1,1,1,16
228,Cancelled,27,Female,Zulu,Single,3000,3000,0,0,0,31,1,Certificate,Domestic Worker,Gauteng,0,0.056,5% +,1,1,0,7
229,Installed,42,Male,Xhosa,Married,12899,11399,155,130,1500,31,31,Matric,Delivery Driver - LGV/Vans,Western Cape,7100,0.01,0 - 1.5%,1,1,1,15
230,Installed,35,Female,Zulu,Single,24000,24000,149,123,0,27,27,Diploma,Marketing Executive,Gauteng,1520,0.005,0 - 1.5%,1,1,1,15
231,Installed,51,Female,Zulu,Single,2100,2100,300,163,0,30,30,No Matric,Clerk,KwaZulu-Natal,3180,0.073,5% +,1,1,1,15
232,Cancelled,50,Female,Zulu,Married,23000,23000,0,0,0,7,1,Diploma,Taxi Owner,Free State,0,0.006,0 - 1.5%,1,1,0,9
233,Cancelled,35,Female,English,Single,16485,16485,0,0,0,15,15,Degree,Teacher,KwaZulu-Natal,0,0.02,1.5 - 2.5%,1,1,0,4
234,Cancelled,29,Male,Xhosa,Single,15000,15000,0,0,0,5,5,Certificate,Electrician Industrial/High Voltage,Free State,0,0.013,0 - 1.5%,1,1,0,1
235,Installed,43,Male,Xhosa,Married,33000,17000,152,135,16000,20,20,Degree,Teacher,Eastern Cape,0,0.004,0 - 1.5%,1,1,1,11
236,Cancelled,59,Male,English,Married,55000,40000,0,0,15000,31,31,Matric,Director,Gauteng,0,0.006,0 - 1.5%,1,1,0,1
237,Cancelled,29,Male,Sepedi,Single,10500,10500,0,0,0,31,25,Certificate,Machine Operator,Limpopo,0,0.028,2.5 - 5%,1,1,0,12
238,Installed,32,Female,Sotho,Married,50000,10000,145,96,40000,31,1,Diploma,Sales Consultant,Gauteng,0,0.002,0 - 1.5%,1,1,1,14
239,Cancelled,30,Female,Sotho,Married,55000,35000,0,0,20000,31,7,Degree,Partner Accountant,Gauteng,1779,0.002,0 - 1.5%,1,1,0,4
240,Cancelled,28,Male,Zulu,Single,16000,16000,0,0,0,31,27,Diploma,Storekeeper,Gauteng,1300,0.006,0 - 1.5%,1,0,0,0
241,Installed,50,Male,Afrikaans,Divorced,7000,7000,467,155,0,1,3,No Matric,Security Supervisor,Gauteng,1911,0.021,1.5 - 2.5%,1,1,1,14
242,Cancelled,26,Male,Sotho,Single,9500,9500,0,0,0,31,31,Matric,Mine Worker,Free State,0,0.024,1.5 - 2.5%,1,1,0,2
243,Cancelled,35,Female,Sepedi,Married,15500,3500,0,0,12000,31,31,Matric,Sales Consultant,Gauteng,0,0.007,0 - 1.5%,1,1,0,7
244,Cancelled,50,Female,Zulu,Married,8000,8000,0,0,0,1,15,Certificate,Hostel Matron,KwaZulu-Natal,0,0.014,0 - 1.5%,1,1,0,5
245,Cancelled,51,Male,Xhosa,Married,5000,5000,0,0,0,31,15,No Matric,Forest Worker,KwaZulu-Natal,3297,0.029,2.5 - 5%,1,1,0,4
246,Installed,51,Male,Afrikaans,Widowed,70000,70000,2104,1444,0,31,1,Matric,Diesel Mechanic,North West,0,0.02,1.5 - 2.5%,1,1,1,15
247,Installed,32,Male,Tsonga,Single,16637,16637,140,111,0,31,1,Diploma,IT Manager,Gauteng,2,0.006,0 - 1.5%,1,1,1,15
248,Installed,46,Male,Setswana,Married,16000,9000,300,243,7000,31,27,Matric,Supervisor,North West,370,0.014,0 - 1.5%,1,1,1,15
249,Cancelled,36,Male,Sotho,Married,7000,7000,0,0,0,25,25,Matric,Driver,Gauteng,1441,0.018,1.5 - 2.5%,1,1,0,1
250,Cancelled,33,Male,English,Married,4500,4500,0,0,0,7,7,No Matric,Construction Worker,Limpopo,0,0.029,2.5 - 5%,1,1,0,1
251,Cancelled,42,Female,Zulu,Married,37000,37000,0,0,0,31,30,Degree,Management Accountant,Gauteng,0,0.005,0 - 1.5%,1,0,0,0
252,Installed,47,Male,Afrikaans,Married,25780,5780,135,110,20000,31,31,Certificate,Road Patrolman,Eastern Cape,0,0.009,0 - 1.5%,1,1,1,13
253,Installed,47,Male,Sotho,Married,5600,5600,254,141,0,31,1,Matric,Waiter,Gauteng,0,0.024,1.5 - 2.5%,1,1,1,14
254,Cancelled,31,Male,Xhosa,Single,15000,15000,0,0,0,30,1,Diploma,Technician,Eastern Cape,5257,0.007,0 - 1.5%,1,1,0,1
255,Cancelled,42,Male,Tsonga,Married,13000,13000,0,0,0,28,29,Matric,Tour Guide,Mpumalanga,1363,0.01,0 - 1.5%,1,1,0,2
256,Cancelled,36,Female,Venda,Married,62000,32000,0,0,30000,25,25,Diploma,Communications Officer,Limpopo,0,0.005,0 - 1.5%,1,1,0,8
257,Cancelled,32,Female,Zulu,Single,2400,2400,0,0,0,31,25,Matric,College Student,Gauteng,0,0.044,2.5 - 5%,1,0,0,0
258,Installed,37,Female,Venda,Single,13322,7922,310,221,5400,25,25,Diploma,Sales Consultant,Gauteng,1875,0.016,1.5 - 2.5%,1,1,1,15
259,Cancelled,36,Male,Zulu,0,5000,5000,0,0,0,31,26,No Matric,Fork Lift Driver,Mpumalanga,0,0.02,1.5 - 2.5%,1,0,0,0
260,Cancelled,59,Male,Setswana,Married,37000,24000,0,0,13000,15,15,Diploma,Deputy Manager,Gauteng,0,0.007,0 - 1.5%,1,1,0,1
261,Cancelled,27,Male,Afrikaans,Single,12500,12500,0,0,0,25,25,Certificate,Law enforcement Police,North West,0,0.019,1.5 - 2.5%,1,1,0,3
262,Cancelled,48,Male,Zulu,Single,11234,11234,0,0,0,25,25,Matric,Warehouse Person,Gauteng,0,0.068,5% +,1,0,0,0
263,Installed,36,Male,English,Married,140000,80000,2814,1674,60000,7,7,Matric,Restaurant Owner,KwaZulu-Natal,4068,0.011,0 - 1.5%,1,1,1,16
264,Cancelled,43,Male,English,Married,60000,60000,0,0,0,5,7,No Matric,Director,KwaZulu-Natal,0,0.003,0 - 1.5%,1,1,0,8
265,Cancelled,51,Female,Zulu,Married,6470,6470,0,0,0,31,31,Matric,Machine Operator,KwaZulu-Natal,0,0.018,1.5 - 2.5%,1,1,0,1
266,Installed,32,Female,Setswana,Single,10000,10000,117,105,0,31,27,Certificate,Nurse,Limpopo,609,0.01,0 - 1.5%,1,1,1,15
267,Installed,51,Male,Setswana,Married,52000,33000,318,275,19000,25,30,Matric,Human Resources Officer,Gauteng,0,0.005,0 - 1.5%,1,1,1,14
268,Cancelled,52,Male,Sepedi,Married,4000,4000,0,0,0,25,31,No Matric,Car Driver,North West,0,0.014,0 - 1.5%,1,1,0,2
269,Cancelled,41,Male,Zulu,Married,56092,23092,0,0,33000,25,25,Diploma,Maintanance Manager - no Manual Work,KwaZulu-Natal,0,0.004,0 - 1.5%,1,0,0,0
270,Cancelled,41,Male,English,Married,6000,6000,0,0,0,31,1,Matric,Security Officer,KwaZulu-Natal,0,0.021,1.5 - 2.5%,1,1,0,1
271,Cancelled,32,Male,Xhosa,Single,4868,4868,0,0,0,31,1,Matric,Auto Electrician,North West,2531,0.034,2.5 - 5%,1,0,0,0
272,Installed,46,Female,Xhosa,Single,28183,28183,296,140,0,15,15,Degree,Social Worker,Eastern Cape,5700,0.005,0 - 1.5%,1,1,1,16
273,Cancelled,33,Male,Zulu,Married,20000,14000,0,0,6000,30,15,No Matric,Machine Operator,Mpumalanga,0,0.011,0 - 1.5%,1,1,0,2
274,Cancelled,28,Female,Xhosa,Single,7200,7200,0,0,0,31,31,Matric,SAPS - Constable,Eastern Cape,0,0.016,1.5 - 2.5%,1,0,0,0
275,Installed,51,Female,Zulu,Married,97300,52300,500,204,45000,31,15,Degree,Office Manager,Western Cape,0,0.002,0 - 1.5%,1,1,1,16
276,Installed,51,Male,Xhosa,Married,50000,34692,750,385,15308,15,15,Diploma,Public Works Manager,Eastern Cape,6970,0.007,0 - 1.5%,1,1,1,15
277,Cancelled,31,Male,Setswana,Married,5800,5800,0,0,0,31,1,Matric,Setter,Gauteng,2499,0.021,1.5 - 2.5%,1,1,0,1
278,Installed,49,Male,Afrikaans,Divorced,12000,12000,259,227,0,31,20,No Matric,Crane Operator,Gauteng,9459,0.022,1.5 - 2.5%,1,1,1,14
279,Installed,46,Female,Sepedi,Single,18665,18665,298,133,0,26,26,Degree,Teacher,Gauteng,0,0.007,0 - 1.5%,1,1,1,14
280,Cancelled,37,Female,Setswana,Single,9040,9040,0,0,0,26,31,Matric,conveyor belt attendant,Limpopo,380,0.021,1.5 - 2.5%,1,1,0,2
281,Installed,43,Male,Setswana,Single,12000,12000,183,139,0,1,31,Diploma,Teacher,Gauteng,118,0.011,0 - 1.5%,1,1,1,15
282,Installed,34,Male,English,Married,60000,30000,250,161,30000,31,1,Degree,Lecturer,Western Cape,7725,0.003,0 - 1.5%,1,1,1,13
283,Cancelled,41,Female,Xhosa,Married,9500,2500,0,0,7000,28,28,No Matric,Retailer,Eastern Cape,0,0.012,0 - 1.5%,1,1,0,1
284,Cancelled,26,Male,Venda,Single,7500,7500,0,0,0,28,28,Matric,Stores Assistant,Limpopo,0,0.03,2.5 - 5%,1,0,0,0
285,Installed,24,Male,Afrikaans,Single,7500,7500,115,107,0,31,1,No Matric,"Truck Driver - Heavy Duty, Long Distance in SA",Western Cape,0,0.014,0 - 1.5%,1,1,1,15
286,Cancelled,36,Male,Setswana,Single,12000,12000,0,0,0,15,15,Matric,Forensics Officer,North West,0,0.014,0 - 1.5%,1,0,0,0
287,Installed,30,Male,Xhosa,Single,17000,17000,123,112,0,30,25,No Matric,General Manager,Gauteng,81,0.006,0 - 1.5%,1,1,1,14
288,Installed,47,Female,Setswana,Single,14000,14000,146,111,0,31,25,Matric,Sales Associate,Gauteng,0,0.008,0 - 1.5%,1,1,1,13
289,Cancelled,54,Female,Zulu,Single,7500,4500,0,0,3000,25,25,No Matric,Counsellor,KwaZulu-Natal,0,0.019,1.5 - 2.5%,1,1,0,1
290,Cancelled,38,Female,Zulu,Single,6500,6500,0,0,0,25,1,Diploma,Administration Clerk,Limpopo,0,0.015,0 - 1.5%,1,0,0,0
291,Installed,42,Male,Xhosa,Married,8700,8700,361,238,0,25,25,No Matric,Security Guard,Western Cape,7785,0.026,2.5 - 5%,1,1,1,14
292,Cancelled,45,Female,Zulu,Married,1900,1900,0,0,0,31,31,No Matric,Shopowner,Mpumalanga,0,0.061,5% +,1,1,0,2
293,Installed,30,Male,Setswana,Single,4500,4500,143,135,0,28,28,Matric,Security Officer,Gauteng,0,0.028,2.5 - 5%,1,1,1,12
294,Cancelled,35,Female,Afrikaans,Single,8930,8930,0,0,0,15,15,Matric,Kitchen Supervisor,Western Cape,0,0.016,1.5 - 2.5%,1,1,0,6
295,Cancelled,42,Male,Zulu,Single,4200,4200,0,0,0,31,25,Matric,maintenance worker - general repairs,Mpumalanga,0,0.031,2.5 - 5%,1,1,0,1
296,Installed,42,Male,Zulu,Single,10000,10000,111,96,0,15,15,Diploma,Teacher,KwaZulu-Natal,0,0.009,0 - 1.5%,1,1,1,16
297,Cancelled,27,Male,Afrikaans,Single,5000,5000,0,0,0,25,26,No Matric,Machine Operator,Free State,1619,0.043,2.5 - 5%,1,1,0,6
298,Installed,50,Male,Venda,Married,20534,20534,188,149,0,31,31,Matric,Police Officer,Limpopo,938,0.007,0 - 1.5%,1,1,1,14
299,Installed,59,Male,Venda,Married,50000,35000,373,270,15000,26,27,Degree,Pastor,Gauteng,0,0.005,0 - 1.5%,1,1,1,15
300,Installed,38,Male,Sepedi,Married,3800,3800,152,137,0,31,1,Matric,Screen Printer,Limpopo,0,0.034,2.5 - 5%,1,1,1,13
301,Cancelled,24,Female,Afrikaans,Married,21700,13700,0,0,8000,31,31,Matric,Payroll Administrator,Limpopo,0,0.015,1.5 - 2.5%,1,0,0,0
302,Installed,44,Male,Afrikaans,Married,25000,15000,0,0,10000,31,1,Matric,Building Contractor,Eastern Cape,0,0.01,0 - 1.5%,1,0,1,0
303,Installed,51,Male,Venda,Divorced,32000,32000,291,191,0,27,27,Postgraduate,Private Nurse,Limpopo,993,0.006,0 - 1.5%,1,1,1,15
304,Cancelled,38,Male,Tsonga,Married,45000,45000,0,0,0,27,31,Diploma,Area Manager,Mpumalanga,0,0.009,0 - 1.5%,1,1,0,1
305,Installed,24,Female,Afrikaans,Single,3959,3959,0,0,0,1,31,Matric,Admin Clerk,Western Cape,0,0.023,1.5 - 2.5%,1,1,1,3
306,Cancelled,51,Male,Venda,Married,26379,24879,0,0,1500,22,22,Matric,Teacher,Limpopo,0,0.006,0 - 1.5%,1,0,0,0
307,Cancelled,29,Male,Xhosa,Married,9900,7900,0,0,2000,31,25,Certificate,Credit Co Ordinator,Eastern Cape,0,0.012,0 - 1.5%,1,1,0,3
308,Cancelled,33,Male,Afrikaans,Married,10600,9000,0,0,1600,31,31,Matric,Prison Officer,Northern Cape,8190,0.019,1.5 - 2.5%,1,0,0,0
309,Cancelled,45,Male,Afrikaans,Divorced,12000,12000,0,0,0,1,1,No Matric,Long Distance Lorry Driver,Gauteng,5100,0.011,0 - 1.5%,1,0,0,0
310,Cancelled,36,Male,Zulu,Single,7000,7000,0,0,0,28,31,Matric,Surveyor,KwaZulu-Natal,3602,0.018,1.5 - 2.5%,1,1,0,8
311,Cancelled,42,Female,Setswana,Single,2000,2000,0,0,0,15,25,Matric,Domestic,Free State,9780,0.112,5% +,1,0,0,0
312,Installed,40,Male,IsisNdebele,Married,19300,6500,461,238,12800,25,25,Certificate,Stock Clerk,Gauteng,0,0.012,0 - 1.5%,1,1,1,15
313,Cancelled,50,Male,Zulu,Married,21000,15000,0,0,6000,25,26,Matric,Systems Controller,Mpumalanga,2265,0.014,0 - 1.5%,1,0,0,0
314,Installed,40,Female,Swati,Widowed,13000,13000,121,108,0,15,15,Matric,"Senior Local Government Officer
Local Government Worker",Limpopo,1124,0.008,0 - 1.5%,1,1,1,15
315,Cancelled,50,Male,Sepedi,Married,42000,25000,0,0,17000,31,1,Degree,Police Officer,Free State,0,0.008,0 - 1.5%,1,1,0,2
316,Cancelled,40,Male,Tsonga,Married,21234,10400,0,0,10834,27,27,Matric,Bus Driver,Gauteng,1874,0.006,0 - 1.5%,1,0,0,0
317,Cancelled,53,Male,English,Widowed,25000,25000,0,0,0,30,5,Diploma,Sales Rep,KwaZulu-Natal,0,0.016,1.5 - 2.5%,1,1,0,2
318,Cancelled,46,Male,Setswana,Married,11500,11500,0,0,0,25,31,No Matric,Boilermaker,Northern Cape,8447,0.015,0 - 1.5%,1,1,0,1
319,Installed,44,Female,Xhosa,Single,20000,20000,232,131,0,30,31,Diploma,Secondary Education Teacher,Northern Cape,0,0.007,0 - 1.5%,1,1,1,14
320,Cancelled,29,Male,Swati,Married,7000,7000,0,0,0,20,20,Matric,Administrator,Mpumalanga,0,0.024,1.5 - 2.5%,1,1,0,5
321,Cancelled,33,Male,Sotho,Married,7500,7500,0,0,0,25,1,No Matric,Boilermaker,Gauteng,152,0.016,1.5 - 2.5%,1,0,0,0
322,Cancelled,56,Female,Zulu,Married,45000,22000,0,0,23000,15,15,Degree,Teacher,KwaZulu-Natal,0,0.003,0 - 1.5%,1,0,0,0
323,Cancelled,39,Female,Sepedi,Single,20000,20000,0,0,0,26,27,Diploma,Laboratory Manager - Supervisory and Some Testing,Limpopo,870,0.007,0 - 1.5%,1,0,0,0
324,Installed,27,Female,Sotho,Single,15000,15000,228,129,0,25,31,Degree,Teacher,Free State,9463,0.008,0 - 1.5%,1,1,1,15
325,Cancelled,33,Male,Sotho,Married,10300,5700,0,0,4600,25,31,No Matric,Crane Operator,Free State,0,0.012,0 - 1.5%,1,1,0,7
326,Installed,42,Male,Swati,Married,48000,48000,500,429,0,5,31,Degree,Pharmacist,Mpumalanga,0,0.008,0 - 1.5%,1,1,1,13
327,Installed,32,Male,Zulu,Single,12000,12000,315,230,0,29,29,Matric,Supervisor,Gauteng,2001,0.018,1.5 - 2.5%,1,1,1,15
328,Cancelled,37,Male,Sotho,Single,8779,8779,0,0,0,31,1,Matric,Sprayer Painter,Gauteng,0,0.014,0 - 1.5%,1,0,0,0
329,Cancelled,40,Male,Setswana,Married,18000,7500,0,0,10500,25,26,Diploma,Pest Control Officer,Gauteng,1759,0.012,0 - 1.5%,1,1,0,1
330,Cancelled,56,Male,Sotho,Married,80000,65000,0,0,15000,28,28,Diploma,Mine Production Manager,Gauteng,0,0.007,0 - 1.5%,1,1,0,7
331,Cancelled,47,Male,IsisNdebele,Married,17773,9500,0,0,8273,31,30,Matric,Motor Technician,Gauteng,152,0.01,0 - 1.5%,1,0,0,0
332,Installed,49,Male,Sepedi,Married,20000,20000,0,0,0,31,1,Matric,Catering Manager,Gauteng,0,0.006,0 - 1.5%,1,0,1,0
333,Cancelled,39,Male,Tsonga,Married,9500,5000,0,0,4500,27,27,Matric,carpenter,Gauteng,0,0.018,1.5 - 2.5%,1,0,0,0
334,Cancelled,38,Male,Tsonga,Married,12694,12694,0,0,0,31,31,Matric,SAPS - Officer,Gauteng,122,0.014,0 - 1.5%,1,0,0,0
335,Installed,42,Male,Tsonga,Married,160000,105000,264,184,55000,31,31,Postgraduate,Chief Executive,Gauteng,0,0.001,0 - 1.5%,1,1,1,15
336,Cancelled,47,Female,Swati,Married,20400,14400,0,0,6000,31,30,Degree,Teacher,Gauteng,0,0.023,1.5 - 2.5%,1,1,0,4
337,Cancelled,37,Female,English,Married,20000,9450,0,0,10550,31,1,Matric,Sales Consultant,Gauteng,0,0.007,0 - 1.5%,1,0,0,0
338,Cancelled,37,Male,Sotho,Single,5633,5633,0,0,0,31,31,Certificate,Delivery Driver,Gauteng,0,0.022,1.5 - 2.5%,1,0,0,0
339,Installed,53,Male,English,Married,18000,12000,550,278,6000,30,31,No Matric,"Construction Foreman
Director",Eastern Cape,0,0.015,0 - 1.5%,1,1,1,15
340,Cancelled,41,Male,Setswana,Single,14867,14867,0,0,0,24,24,Matric,Machine Operator,North West,285,0.008,0 - 1.5%,1,1,0,1
341,Cancelled,28,Male,Tsonga,Married,28000,28000,0,0,0,24,31,Diploma,Manager - Other,Limpopo,0,0.013,0 - 1.5%,1,1,0,2
342,Installed,34,Female,English,Married,22500,13000,200,120,9500,31,1,No Matric,Quality Auditor,Western Cape,7785,0.005,0 - 1.5%,1,1,1,14
343,Installed,40,Male,Setswana,Married,10200,10200,141,127,0,27,27,Matric,Butchery Manager,Gauteng,1759,0.012,0 - 1.5%,1,1,1,14
344,Installed,28,Male,Afrikaans,Single,12000,12000,0,0,0,31,31,No Matric,Maintenance Worker,Gauteng,0,0.029,2.5 - 5%,1,0,1,0
345,Installed,50,Male,Sepedi,Married,11700,11700,438,263,0,31,31,No Matric,Shop Fitter,Mpumalanga,458,0.021,1.5 - 2.5%,1,1,1,13
